d,ell,m,alpha,beta,flavors_at_source,Norm,Re,Im,confidence_level
2,1,0,e,e,agnostic,,,,68
2,1,0,e,e,"(1/3,2/3,0)",,,,68
2,1,0,e,e,"(1,0,0)",4.414839511031339e-23,4.414839511031339e-23,,68
2,1,0,e,e,"(0,1,0)",3.756363870516813e-21,3.756363870516813e-21,,68
2,1,0,e,mu,agnostic,1.7412421360048751e-19,1.1149748140853334e-19,1.1314993423846545e-19,68
2,1,0,e,mu,"(1/3,2/3,0)",1.8166003890201761e-19,1.2079003818757242e-19,1.1847006605680317e-19,68
2,1,0,e,mu,"(1,0,0)",1.4816543050436296e-19,8.025604716962782e-20,8.182050589269012e-20,68
2,1,0,e,mu,"(0,1,0)",1.9136567699925784e-19,1.3011291162486646e-19,1.3349796246348331e-19,68
2,1,0,e,tau,agnostic,1.9992018025458352e-19,1.4677193430370296e-19,1.4615606947765386e-19,68
2,1,0,e,tau,"(1/3,2/3,0)",1.9733559321243901e-19,1.4222038123024371e-19,1.4234249490252702e-19,68
2,1,0,e,tau,"(1,0,0)",3.999172874223787e-20,2.601212802906936e-20,2.6877665059865215e-20,68
2,1,0,e,tau,"(0,1,0)",3.0069798960921224e-21,2.0272951684742517e-21,2.0998337676924798e-21,68
2,1,0,mu,e,agnostic,1.7444633046193962e-19,1.1203091239614933e-19,1.1011281609646437e-19,68
2,1,0,mu,e,"(1/3,2/3,0)",1.9155729613101794e-19,1.3293514897482937e-19,1.3372426447127762e-19,68
2,1,0,mu,e,"(1,0,0)",1.4590039839787222e-19,8.047318336803532e-20,8.146157877666145e-20,68
2,1,0,mu,e,"(0,1,0)",1.8974785889381813e-19,1.295054710840368e-19,1.3220464816699997e-19,68
2,1,0,mu,mu,agnostic,2.585028865986062e-20,2.585028865986062e-20,,68
2,1,0,mu,mu,"(1/3,2/3,0)",4.849255535387922e-21,4.849255535387922e-21,,68
2,1,0,mu,mu,"(1,0,0)",9.121418465299651e-23,9.121418465299651e-23,,68
2,1,0,mu,mu,"(0,1,0)",6.2149888310769885e-22,6.2149888310769885e-22,,68
2,1,0,mu,tau,agnostic,,1.4733433021891225e-19,1.4267808165563592e-19,68
2,1,0,mu,tau,"(1/3,2/3,0)",,1.4733433021891225e-19,1.4618077886579542e-19,68
2,1,0,mu,tau,"(1,0,0)",7.406909308637088e-22,8.068418958603961e-23,7.349552506083482e-22,68
2,1,0,mu,tau,"(0,1,0)",5.689474387072649e-21,2.636761238852602e-21,5.012616984144012e-21,68
2,1,0,tau,e,agnostic,1.9992018025458352e-19,1.472390357050672e-19,1.4615606947765386e-19,68
2,1,0,tau,e,"(1/3,2/3,0)",1.9890241826083678e-19,1.4595909698994117e-19,1.448286284960359e-19,68
2,1,0,tau,e,"(1,0,0)",4.0858078623211084e-20,2.715088439154412e-20,2.754169299769388e-20,68
2,1,0,tau,e,"(0,1,0)",3.064357784737313e-21,2.0334884125444214e-21,2.12376506165554e-21,68
2,1,0,tau,mu,agnostic,,1.4733433021891225e-19,1.4267808165563592e-19,68
2,1,0,tau,mu,"(1/3,2/3,0)",,1.4733433021891225e-19,1.427868636169076e-19,68
2,1,0,tau,mu,"(1,0,0)",7.495784110708794e-22,8.180935064903061e-23,7.44866865480086e-22,68
2,1,0,tau,mu,"(0,1,0)",5.881097647127563e-21,2.6428096136130268e-21,5.1928150705075626e-21,68
2,1,0,tau,tau,agnostic,4.2007739981461885e-21,4.2007739981461885e-21,,68
2,1,0,tau,tau,"(1/3,2/3,0)",4.1819786325566304e-21,4.1819786325566304e-21,,68
2,1,0,tau,tau,"(1,0,0)",9.680422869700596e-23,9.680422869700596e-23,,68
2,1,0,tau,tau,"(0,1,0)",1.4375141212573326e-21,1.4375141212573326e-21,,68
2,1,1,e,e,agnostic,,,1.4618779783806308e-19,68
2,1,1,e,e,"(1/3,2/3,0)",,,1.460465583326983e-19,68
2,1,1,e,e,"(1,0,0)",6.007558137270671e-23,4.802213704462504e-23,3.055620431445403e-23,68
2,1,1,e,e,"(0,1,0)",2.5259322438730277e-21,1.939920369623346e-21,1.861517661410546e-21,68
2,1,1,e,mu,agnostic,1.5361624498718184e-19,8.588053862049093e-20,8.75200868563582e-20,68
2,1,1,e,mu,"(1/3,2/3,0)",1.5997327666577794e-19,9.363822243414496e-20,9.537867033202868e-20,68
2,1,1,e,mu,"(1,0,0)",1.3060419465723268e-19,6.510452192554079e-20,6.561512583511164e-20,68
2,1,1,e,mu,"(0,1,0)",2.0124788344028224e-19,1.4513741740384338e-19,1.4610986870331573e-19,68
2,1,1,e,tau,agnostic,2.0020232022919728e-19,1.4405079871259195e-19,1.4498926234795992e-19,68
2,1,1,e,tau,"(1/3,2/3,0)",1.9843322722935857e-19,1.4412103266055305e-19,1.4372968218725393e-19,68
2,1,1,e,tau,"(1,0,0)",2.3502246846956086e-20,1.461916232318118e-20,1.5482567776096195e-20,68
2,1,1,e,tau,"(0,1,0)",2.737008778573541e-21,1.841814122781502e-21,1.8669109180184574e-21,68
2,1,1,mu,e,agnostic,1.4864427286352185e-19,7.884210689521085e-20,8.004317824687543e-20,68
2,1,1,mu,e,"(1/3,2/3,0)",1.638665445528011e-19,9.987999280373216e-20,9.634225107164058e-20,68
2,1,1,mu,e,"(1,0,0)",1.3641292418854456e-19,6.446696170367871e-20,6.993855040263556e-20,68
2,1,1,mu,e,"(0,1,0)",1.7473998408983697e-19,1.1087836291888541e-19,1.138178249670122e-19,68
2,1,1,mu,mu,agnostic,1.9249375872711321e-19,1.3756867656225052e-19,1.3680427433165625e-19,68
2,1,1,mu,mu,"(1/3,2/3,0)",1.7116983316881925e-19,1.0638050304673884e-19,1.0764941697524564e-19,68
2,1,1,mu,mu,"(1,0,0)",1.303034856016704e-22,1.02254330210207e-22,6.699500347794761e-23,68
2,1,1,mu,mu,"(0,1,0)",1.61281013982997e-21,1.0115555418100598e-21,1.009202203109141e-21,68
2,1,1,mu,tau,agnostic,,,1.470896640231031e-19,68
2,1,1,mu,tau,"(1/3,2/3,0)",,,1.4363782220506845e-19,68
2,1,1,mu,tau,"(1,0,0)",1.2707214120788344e-22,1.0330273052523724e-22,6.714290556481299e-23,68
2,1,1,mu,tau,"(0,1,0)",3.557514126411793e-21,2.6845627734479077e-21,2.3551563930763066e-21,68
2,1,1,tau,e,agnostic,,,,68
2,1,1,tau,e,"(1/3,2/3,0)",,,1.405874058157323e-19,68
2,1,1,tau,e,"(1,0,0)",2.3390494173477222e-20,1.492632406918816e-20,1.443033860813789e-20,68
2,1,1,tau,e,"(0,1,0)",2.7046414027717608e-21,1.8346214073252896e-21,1.9021557651863586e-21,68
2,1,1,tau,mu,agnostic,,1.473403832315753e-19,,68
2,1,1,tau,mu,"(1/3,2/3,0)",,,1.456948762262933e-19,68
2,1,1,tau,mu,"(1,0,0)",1.247685611919178e-22,1.0159396668751531e-22,6.413405632273092e-23,68
2,1,1,tau,mu,"(0,1,0)",3.49965086615822e-21,2.6781747812623008e-21,2.3496624781218346e-21,68
2,1,1,tau,tau,agnostic,1.862818341442445e-19,1.2814104516713182e-19,1.2881086475710482e-19,68
2,1,1,tau,tau,"(1/3,2/3,0)",1.0408998711044804e-19,4.7881491978627815e-20,4.9703709223454736e-20,68
2,1,1,tau,tau,"(1,0,0)",1.9788034425813176e-19,1.4236037109740981e-19,1.4512327109888349e-19,68
2,1,1,tau,tau,"(0,1,0)",2.917628544076913e-21,1.922767288483292e-21,1.8658118854206638e-21,68
3,0,0,e,e,agnostic,6.667619290188613e-24,6.667619290188613e-24,,68
3,0,0,e,e,"(1/3,2/3,0)",,,,68
3,0,0,e,e,"(1,0,0)",3.7103002040067107e-25,3.7103002040067107e-25,,68
3,0,0,e,e,"(0,1,0)",3.32127891557159e-25,3.32127891557159e-25,,68
3,0,0,e,mu,agnostic,4.409764031906777e-24,1.6050493658799955e-24,1.67787870403113e-24,68
3,0,0,e,mu,"(1/3,2/3,0)",5.1569073982836856e-24,1.9970809791146272e-24,2.1467478513863813e-24,68
3,0,0,e,mu,"(1,0,0)",3.907660953331054e-24,1.344599976889402e-24,1.3292757355761846e-24,68
3,0,0,e,mu,"(0,1,0)",5.3145906522837354e-24,2.2491217102996594e-24,2.3348796693821816e-24,68
3,0,0,e,tau,agnostic,,6.745063929190442e-24,6.704886689490101e-24,68
3,0,0,e,tau,"(1/3,2/3,0)",9.181776559229037e-24,6.4570554227187225e-24,6.693795739596453e-24,68
3,0,0,e,tau,"(1,0,0)",1.832333324314191e-24,1.1895622516670492e-24,1.1962047253995987e-24,68
3,0,0,e,tau,"(0,1,0)",1.8705000747427616e-25,1.2915748587397189e-25,1.2740747026466655e-25,68
3,0,0,mu,e,agnostic,4.342078008528173e-24,1.6547332897607214e-24,1.6927657887009472e-24,68
3,0,0,mu,e,"(1/3,2/3,0)",4.613446609784828e-24,1.7252719612884346e-24,1.8619974959957417e-24,68
3,0,0,mu,e,"(1,0,0)",2.487490981850176e-24,8.553520605653314e-25,8.026871545194014e-25,68
3,0,0,mu,e,"(0,1,0)",5.5723708397279764e-24,2.4540009828081933e-24,2.394347856898904e-24,68
3,0,0,mu,mu,agnostic,3.770342851043007e-25,3.770342851043007e-25,,68
3,0,0,mu,mu,"(1/3,2/3,0)",2.185880946656704e-25,2.185880946656704e-25,,68
3,0,0,mu,mu,"(1,0,0)",1.1070511404380755e-26,1.1070511404380755e-26,,68
3,0,0,mu,mu,"(0,1,0)",2.4736589156397758e-26,2.4736589156397758e-26,,68
3,0,0,mu,tau,agnostic,9.25500879154237e-24,6.820547013447899e-24,6.655211341564506e-24,68
3,0,0,mu,tau,"(1/3,2/3,0)",9.349544371528197e-24,6.781276775560891e-24,6.816477673073175e-24,68
3,0,0,mu,tau,"(1,0,0)",3.39064394805524e-25,3.097711970585504e-25,1.489115500281568e-25,68
3,0,0,mu,tau,"(0,1,0)",3.6424624235028687e-25,3.1622821261697354e-25,1.6768216319247629e-25,68
3,0,0,tau,e,agnostic,,6.704886689490101e-24,6.704886689490101e-24,68
3,0,0,tau,e,"(1/3,2/3,0)",9.30053323472634e-24,6.5003887917956736e-24,6.615480777745639e-24,68
3,0,0,tau,e,"(1,0,0)",1.817412410642902e-24,1.1864061530452762e-24,1.1630393842128938e-24,68
3,0,0,tau,e,"(0,1,0)",1.8754100563633208e-25,1.2746109691110007e-25,1.2900926688434009e-25,68
3,0,0,tau,mu,agnostic,9.349544371528197e-24,6.777187859604137e-24,6.816477673073175e-24,68
3,0,0,tau,mu,"(1/3,2/3,0)",9.25500879154237e-24,6.820547013447899e-24,6.78421814234251e-24,68
3,0,0,tau,mu,"(1,0,0)",3.391890498410654e-25,3.0939010126619146e-25,1.44412628347923e-25,68
3,0,0,tau,mu,"(0,1,0)",3.598027214796546e-25,3.142619968343441e-25,1.6241057255113263e-25,68
3,0,0,tau,tau,agnostic,1.894228661622077e-25,1.894228661622077e-25,,68
3,0,0,tau,tau,"(1/3,2/3,0)",2.203325307492232e-25,2.203325307492232e-25,,68
3,0,0,tau,tau,"(1,0,0)",9.649818628854056e-27,9.649818628854056e-27,,68
3,0,0,tau,tau,"(0,1,0)",6.87033926832814e-26,6.87033926832814e-26,,68
3,1,0,e,e,agnostic,,,,68
3,1,0,e,e,"(1/3,2/3,0)",,,,68
3,1,0,e,e,"(1,0,0)",3.272929767621502e-27,3.272929767621502e-27,,68
3,1,0,e,e,"(0,1,0)",2.517616549881729e-25,2.517616549881729e-25,,68
3,1,0,e,mu,agnostic,6.612517368534384e-24,3.644709754191675e-24,3.5389462221237995e-24,68
3,1,0,e,mu,"(1/3,2/3,0)",6.848260042421547e-24,3.791558206380041e-24,3.794865549138367e-24,68
3,1,0,e,mu,"(1,0,0)",4.264526934963477e-24,1.9205424746758926e-24,1.8984968742039474e-24,68
3,1,0,e,mu,"(0,1,0)",7.466744556294807e-24,4.414990604089277e-24,4.432417093946339e-24,68
3,1,0,e,tau,agnostic,9.25806264885225e-24,6.776918286807227e-24,6.813226533287877e-24,68
3,1,0,e,tau,"(1/3,2/3,0)",9.062384589284525e-24,6.2539687199794594e-24,6.3591105794831945e-24,68
3,1,0,e,tau,"(1,0,0)",2.5769183395183062e-24,1.663584535294289e-24,1.7089883245852282e-24,68
3,1,0,e,tau,"(0,1,0)",2.0222138019451244e-25,1.364486946440846e-25,1.4039270970419123e-25,68
3,1,0,mu,e,agnostic,6.5996462551949516e-24,3.5378594581550544e-24,3.770833009731231e-24,68
3,1,0,mu,e,"(1/3,2/3,0)",6.825076127600598e-24,3.7014566651343136e-24,3.738744488143879e-24,68
3,1,0,mu,e,"(1,0,0)",5.9086342100238166e-24,3.0766787403921824e-24,2.8659517920917724e-24,68
3,1,0,mu,e,"(0,1,0)",7.443867287263886e-24,4.3974680336060686e-24,4.4971693717146674e-24,68
3,1,0,mu,mu,agnostic,1.0263064279943969e-24,1.0263064279943969e-24,,68
3,1,0,mu,mu,"(1/3,2/3,0)",3.148386136266268e-25,3.148386136266268e-25,,68
3,1,0,mu,mu,"(1,0,0)",5.943068253662087e-27,5.943068253662087e-27,,68
3,1,0,mu,mu,"(0,1,0)",3.282394465891958e-26,3.282394465891958e-26,,68
3,1,0,mu,tau,agnostic,,6.7473345864057e-24,6.718412631532913e-24,68
3,1,0,mu,tau,"(1/3,2/3,0)",9.251054696014409e-24,6.813910301261645e-24,6.798763778525016e-24,68
3,1,0,mu,tau,"(1,0,0)",5.266649984204732e-26,8.323656135017509e-27,5.1165641413850415e-26,68
3,1,0,mu,tau,"(0,1,0)",3.13663797526223e-25,2.1001370147654795e-25,2.1738053034241027e-25,68
3,1,0,tau,e,agnostic,9.25806264885225e-24,6.776918286807227e-24,6.837881918729935e-24,68
3,1,0,tau,e,"(1/3,2/3,0)",8.980636688359266e-24,6.2064235616848555e-24,6.4939649460336365e-24,68
3,1,0,tau,e,"(1,0,0)",2.6011116154688993e-24,1.7379438368907722e-24,1.672370955400053e-24,68
3,1,0,tau,e,"(0,1,0)",2.0859726766245035e-25,1.4160994827423278e-25,1.4276267441835745e-25,68
3,1,0,tau,mu,agnostic,,6.7473345864057e-24,6.7473345864057e-24,68
3,1,0,tau,mu,"(1/3,2/3,0)",,6.7473345864057e-24,6.718412631532913e-24,68
3,1,0,tau,mu,"(1,0,0)",5.326604947765213e-26,8.417639047256784e-27,5.203661032605722e-26,68
3,1,0,tau,mu,"(0,1,0)",3.1000357408129025e-25,2.098565333794822e-25,2.090292090328716e-25,68
3,1,0,tau,tau,agnostic,2.726082747949165e-25,2.726082747949165e-25,,68
3,1,0,tau,tau,"(1/3,2/3,0)",2.7314848435845416e-25,2.7314848435845416e-25,,68
3,1,0,tau,tau,"(1,0,0)",6.1851390576606036e-27,6.1851390576606036e-27,,68
3,1,0,tau,tau,"(0,1,0)",9.68549631952742e-26,9.68549631952742e-26,,68
3,1,1,e,e,agnostic,,,6.81859147193877e-24,68
3,1,1,e,e,"(1/3,2/3,0)",,6.800416886575376e-24,,68
3,1,1,e,e,"(1,0,0)",1.6017328452645065e-25,1.2232387300803226e-25,9.154180908280462e-26,68
3,1,1,e,e,"(0,1,0)",1.458217065759356e-25,1.1394402294821915e-25,1.0446930680298115e-25,68
3,1,1,e,mu,agnostic,3.8964938992225655e-24,1.5581798180774871e-24,1.4861305891024478e-24,68
3,1,1,e,mu,"(1/3,2/3,0)",3.5466628751581275e-24,1.3472554679145032e-24,1.3686170304781912e-24,68
3,1,1,e,mu,"(1,0,0)",1.6557303552791734e-24,7.647492309576796e-25,7.7979364256724125e-25,68
3,1,1,e,mu,"(0,1,0)",5.181509806576762e-24,2.3919770764502977e-24,2.2454320180756796e-24,68
3,1,1,e,tau,agnostic,,6.771683712872816e-24,,68
3,1,1,e,tau,"(1/3,2/3,0)",9.096369234794436e-24,6.585985440274626e-24,6.64210176451579e-24,68
3,1,1,e,tau,"(1,0,0)",1.5064239622140487e-24,9.470128499879426e-25,9.592029055303051e-25,68
3,1,1,e,tau,"(0,1,0)",1.803990065478132e-25,1.26382546211371e-25,1.2122893565519765e-25,68
3,1,1,mu,e,agnostic,3.510766891641104e-24,1.3342013718784272e-24,1.3440914670521532e-24,68
3,1,1,mu,e,"(1/3,2/3,0)",2.9045878551716983e-24,1.1754723191849136e-24,1.148852824245905e-24,68
3,1,1,mu,e,"(1,0,0)",2.283845993446785e-24,9.538475541945734e-25,9.258134583783416e-25,68
3,1,1,mu,e,"(0,1,0)",4.973750146855274e-24,2.166300061402224e-24,2.0253212516644868e-24,68
3,1,1,mu,mu,agnostic,8.803840431721649e-24,6.081747351089335e-24,6.017552040407028e-24,68
3,1,1,mu,mu,"(1/3,2/3,0)",6.634490463180925e-24,3.771657026055973e-24,3.8793662168459126e-24,68
3,1,1,mu,mu,"(1,0,0)",9.49473306484953e-27,7.52028538278715e-27,4.5814579317804415e-27,68
3,1,1,mu,mu,"(0,1,0)",1.0220338760704536e-25,6.154003830910914e-26,6.301199057066053e-26,68
3,1,1,mu,tau,agnostic,,,,68
3,1,1,mu,tau,"(1/3,2/3,0)",,,,68
3,1,1,mu,tau,"(1,0,0)",2.996181807841688e-26,2.2878114490174628e-26,1.2547818204425852e-26,68
3,1,1,mu,tau,"(0,1,0)",2.3617575593580914e-25,1.8368898582712844e-25,1.4882873605270853e-25,68
3,1,1,tau,e,agnostic,9.314924430409022e-24,6.823200714903277e-24,6.5649450151086594e-24,68
3,1,1,tau,e,"(1/3,2/3,0)",9.134903505932204e-24,6.617674038205814e-24,6.22739938182915e-24,68
3,1,1,tau,e,"(1,0,0)",1.4788370133702283e-24,9.57818621445252e-25,9.432280535240899e-25,68
3,1,1,tau,e,"(0,1,0)",1.7449528413861477e-25,1.2079905487439643e-25,1.206924857452285e-25,68
3,1,1,tau,mu,agnostic,,6.723919037932964e-24,,68
3,1,1,tau,mu,"(1/3,2/3,0)",,,6.559523330805578e-24,68
3,1,1,tau,mu,"(1,0,0)",2.6145639008573245e-26,2.0328950357086928e-26,1.1087785979635443e-26,68
3,1,1,tau,mu,"(0,1,0)",2.3174776843853803e-25,1.8021495738903991e-25,1.4424585770805408e-25,68
3,1,1,tau,tau,agnostic,6.275519933125651e-24,3.36456550831463e-24,3.492865775525196e-24,68
3,1,1,tau,tau,"(1/3,2/3,0)",2.2599117130618032e-24,1.0762503135885317e-24,1.0725656586950304e-24,68
3,1,1,tau,tau,"(1,0,0)",9.312948314650421e-24,6.770947426407396e-24,6.767016876377743e-24,68
3,1,1,tau,tau,"(0,1,0)",2.0159938503003728e-25,1.264193750473419e-25,1.2328076223894424e-25,68
3,2,0,e,e,agnostic,6.5791250287297005e-24,6.5791250287297005e-24,,68
3,2,0,e,e,"(1/3,2/3,0)",,,,68
3,2,0,e,e,"(1,0,0)",2.759756454515272e-25,2.759756454515272e-25,,68
3,2,0,e,e,"(0,1,0)",2.698127438453705e-24,2.698127438453705e-24,,68
3,2,0,e,mu,agnostic,2.29426905271832e-24,1.2291666819233348e-24,1.1851660390495522e-24,68
3,2,0,e,mu,"(1/3,2/3,0)",2.4187020908771462e-24,1.2984896739806028e-24,1.310897646887563e-24,68
3,2,0,e,mu,"(1,0,0)",2.5928775542965837e-24,1.3642498475693651e-24,1.3702486660272003e-24,68
3,2,0,e,mu,"(0,1,0)",2.730313027791534e-24,1.459038051748309e-24,1.461676545308208e-24,68
3,2,0,e,tau,agnostic,9.285591296212654e-24,6.744980132341324e-24,6.732425143630526e-24,68
3,2,0,e,tau,"(1/3,2/3,0)",8.521694391944563e-24,5.9062625695921784e-24,5.8342575928299096e-24,68
3,2,0,e,tau,"(1,0,0)",5.55665656408744e-24,3.7331660576420504e-24,3.7374196399611705e-24,68
3,2,0,e,tau,"(0,1,0)",2.2470548989312675e-25,1.5314293215932028e-25,1.5540880249726773e-25,68
3,2,0,mu,e,agnostic,2.8467926293484792e-24,1.5054791321680347e-24,1.4755950216142354e-24,68
3,2,0,mu,e,"(1/3,2/3,0)",2.5125509745260453e-24,1.3288115059392758e-24,1.3343747055624532e-24,68
3,2,0,mu,e,"(1,0,0)",2.503548229154048e-24,1.312354584612254e-24,1.2939397610253156e-24,68
3,2,0,mu,e,"(0,1,0)",2.2701833254340863e-24,1.2770180455978375e-24,1.263324544737474e-24,68
3,2,0,mu,mu,agnostic,6.933379801914374e-25,6.933379801914374e-25,,68
3,2,0,mu,mu,"(1/3,2/3,0)",3.398064371409082e-25,3.398064371409082e-25,,68
3,2,0,mu,mu,"(1,0,0)",8.200216490883427e-27,8.200216490883427e-27,,68
3,2,0,mu,mu,"(0,1,0)",3.980556153597714e-26,3.980556153597714e-26,,68
3,2,0,mu,tau,agnostic,9.268486217138124e-24,6.74642813546934e-24,6.766941206202199e-24,68
3,2,0,mu,tau,"(1/3,2/3,0)",9.268486217138124e-24,6.723173885139943e-24,6.766941206202199e-24,68
3,2,0,mu,tau,"(1,0,0)",2.47876540690996e-25,1.944176034721168e-25,1.1395642305723875e-25,68
3,2,0,mu,tau,"(0,1,0)",4.2339036223205085e-24,3.7647838684200586e-24,1.8328566678838577e-24,68
3,2,0,tau,e,agnostic,9.285591296212654e-24,6.694776212370357e-24,6.732425143630526e-24,68
3,2,0,tau,e,"(1/3,2/3,0)",8.592611460410314e-24,5.779405873161829e-24,5.798896839657232e-24,68
3,2,0,tau,e,"(1,0,0)",5.64707806659338e-24,3.834363978334538e-24,3.8568401880979215e-24,68
3,2,0,tau,e,"(0,1,0)",2.2082293252385504e-25,1.4825346262007375e-25,1.5021187862305548e-25,68
3,2,0,tau,mu,agnostic,9.268486217138124e-24,6.768014353555715e-24,6.766941206202199e-24,68
3,2,0,tau,mu,"(1/3,2/3,0)",9.268486217138124e-24,6.738573107904048e-24,6.766941206202199e-24,68
3,2,0,tau,mu,"(1,0,0)",2.6123259649264853e-25,2.060973481058481e-25,1.1400249190821166e-25,68
3,2,0,tau,mu,"(0,1,0)",4.0869112462370236e-24,3.5261134906533195e-24,1.9109317304310223e-24,68
3,2,0,tau,tau,agnostic,2.925380622415674e-25,2.925380622415674e-25,,68
3,2,0,tau,tau,"(1/3,2/3,0)",3.280496759973905e-25,3.280496759973905e-25,,68
3,2,0,tau,tau,"(1,0,0)",8.18767307246282e-27,8.18767307246282e-27,,68
3,2,0,tau,tau,"(0,1,0)",9.236046646329044e-26,9.236046646329044e-26,,68
3,2,1,e,e,agnostic,,6.828844838463221e-24,,68
3,2,1,e,e,"(1/3,2/3,0)",,,6.746755804655189e-24,68
3,2,1,e,e,"(1,0,0)",1.7009841528767494e-25,1.076603917482144e-25,1.2509768985507706e-25,68
3,2,1,e,e,"(0,1,0)",1.7639102106019314e-25,1.4392584365187976e-25,8.676814738834526e-26,68
3,2,1,e,mu,agnostic,6.58677818495365e-24,3.4780359959346876e-24,3.529918029408849e-24,68
3,2,1,e,mu,"(1/3,2/3,0)",7.301744574678112e-24,4.224157136174826e-24,4.213233863406611e-24,68
3,2,1,e,mu,"(1,0,0)",6.0381942465348275e-24,3.0255753771355643e-24,3.0251049943017153e-24,68
3,2,1,e,mu,"(0,1,0)",7.921459937984973e-24,4.8430590777129386e-24,4.9544461687621545e-24,68
3,2,1,e,tau,agnostic,9.172918193231596e-24,6.77263809987059e-24,6.781436674997467e-24,68
3,2,1,e,tau,"(1/3,2/3,0)",8.991295581836674e-24,6.294012151133665e-24,6.3543363149654794e-24,68
3,2,1,e,tau,"(1,0,0)",2.1606498139716366e-24,1.4092333260857972e-24,1.4085869014909202e-24,68
3,2,1,e,tau,"(0,1,0)",1.942677578390768e-25,1.329863501181905e-25,1.3142777332635026e-25,68
3,2,1,mu,e,agnostic,7.264405247555685e-24,4.236497917998599e-24,4.152578619287601e-24,68
3,2,1,mu,e,"(1/3,2/3,0)",7.26089864036033e-24,4.2368755911430665e-24,4.2830933438713956e-24,68
3,2,1,mu,e,"(1,0,0)",5.9368612210376115e-24,2.9429287826067905e-24,2.80330959265908e-24,68
3,2,1,mu,e,"(0,1,0)",7.833974260879339e-24,4.8649888254145086e-24,4.7588759932467836e-24,68
3,2,1,mu,mu,agnostic,8.899268143656028e-24,6.161706882361441e-24,6.2650626893175286e-24,68
3,2,1,mu,mu,"(1/3,2/3,0)",7.751731071462236e-24,4.804670910213435e-24,4.9665705411663094e-24,68
3,2,1,mu,mu,"(1,0,0)",9.828593566050319e-27,6.9994409298868e-27,5.875209114549751e-27,68
3,2,1,mu,mu,"(0,1,0)",1.2929388904351348e-25,6.800089527893127e-26,8.170460961911096e-26,68
3,2,1,mu,tau,agnostic,,,6.759570655558797e-24,68
3,2,1,mu,tau,"(1/3,2/3,0)",,,6.814889004487282e-24,68
3,2,1,mu,tau,"(1,0,0)",1.425579882246421e-25,8.85644265115204e-26,9.623853440937412e-26,68
3,2,1,mu,tau,"(0,1,0)",2.6552854084675884e-25,1.9973468878908385e-25,1.500739642112414e-25,68
3,2,1,tau,e,agnostic,9.261709980609029e-24,6.7448187693098e-24,6.710631970949579e-24,68
3,2,1,tau,e,"(1/3,2/3,0)",9.01013509802946e-24,6.292943255883831e-24,6.4481990630103764e-24,68
3,2,1,tau,e,"(1,0,0)",2.1400901624448724e-24,1.3893022139744591e-24,1.3532222559768824e-24,68
3,2,1,tau,e,"(0,1,0)",1.937955081850404e-25,1.337898808899629e-25,1.306838924609166e-25,68
3,2,1,tau,mu,agnostic,,,6.802441096456545e-24,68
3,2,1,tau,mu,"(1/3,2/3,0)",,,,68
3,2,1,tau,mu,"(1,0,0)",1.389237678152277e-25,8.760635946109651e-26,9.033861116901072e-26,68
3,2,1,tau,mu,"(0,1,0)",2.614682015962862e-25,1.957041477148591e-25,1.516232440545795e-25,68
3,2,1,tau,tau,agnostic,7.845769236030651e-24,4.985974424224979e-24,4.918696396593751e-24,68
3,2,1,tau,tau,"(1/3,2/3,0)",5.6708838089741145e-24,2.9722798536443996e-24,2.9268782462828977e-24,68
3,2,1,tau,tau,"(1,0,0)",9.307412321803737e-24,6.5731096554666845e-24,6.806560602258915e-24,68
3,2,1,tau,tau,"(0,1,0)",3.1677532779674824e-25,2.003079167219776e-25,2.0261642172341829e-25,68
3,2,2,e,e,agnostic,,6.839411318801898e-24,,68
3,2,2,e,e,"(1/3,2/3,0)",,6.76556925635039e-24,,68
3,2,2,e,e,"(1,0,0)",1.9623987313135787e-25,1.7227560330211225e-25,8.565472447738198e-26,68
3,2,2,e,e,"(0,1,0)",1.2258778223645342e-24,7.509245347672588e-25,9.861655150773483e-25,68
3,2,2,e,mu,agnostic,4.6142055601675444e-24,2.19839757438135e-24,2.2297202875601173e-24,68
3,2,2,e,mu,"(1/3,2/3,0)",3.9914627140989535e-24,1.7670445608371386e-24,1.88146797299725e-24,68
3,2,2,e,mu,"(1,0,0)",4.599782674602504e-24,1.9921409531800416e-24,2.1298939474331745e-24,68
3,2,2,e,mu,"(0,1,0)",5.0693861864583214e-24,2.577979626691431e-24,2.6034772375159188e-24,68
3,2,2,e,tau,agnostic,,6.691951483125198e-24,,68
3,2,2,e,tau,"(1/3,2/3,0)",8.9034772556797e-24,6.330963866916479e-24,6.3699678215751294e-24,68
3,2,2,e,tau,"(1,0,0)",1.372964011450199e-24,8.803171729704706e-25,8.49007011758096e-25,68
3,2,2,e,tau,"(0,1,0)",1.7381943786796335e-25,1.182289681248605e-25,1.1689219860545608e-25,68
3,2,2,mu,e,agnostic,4.3658005015867305e-24,2.1562319986526444e-24,1.993513317407969e-24,68
3,2,2,mu,e,"(1/3,2/3,0)",4.044515917341081e-24,1.8977516479186307e-24,1.8599272482576704e-24,68
3,2,2,mu,e,"(1,0,0)",3.523689974791326e-24,1.66289374872576e-24,1.5894918090207512e-24,68
3,2,2,mu,e,"(0,1,0)",5.041290419074213e-24,2.467892355117673e-24,2.5209518674055787e-24,68
