d,ell,m,alpha,beta,flavors_at_source,Norm,Re,Im,confidence_level
7,5,3,e,e,agnostic,5.549202083425395e-41,4.3859355056039613e-41,4.386412571017511e-41,95
7,5,3,e,e,"(1/3,2/3,0)",,,,95
7,5,3,e,e,"(1,0,0)",2.915467107246642e-41,2.3223982248543446e-41,2.2823748755523291e-41,95
7,5,3,e,e,"(0,1,0)",5.072025591497343e-41,4.233361949773439e-41,4.153740227972127e-41,95
7,5,3,e,mu,agnostic,5.110702585885707e-41,4.247099127359546e-41,4.2385504232059857e-41,95
7,5,3,e,mu,"(1/3,2/3,0)",5.251602994793624e-41,4.2256215750817766e-41,4.3163919885187704e-41,95
7,5,3,e,mu,"(1,0,0)",5.05370580671051e-41,4.1700178176476464e-41,4.1918915475893935e-41,95
7,5,3,e,mu,"(0,1,0)",5.261392921980262e-41,4.2857954838904637e-41,4.329041581093567e-41,95
7,5,3,e,tau,agnostic,5.530588305834146e-41,4.3877920424776415e-41,4.3761313194447935e-41,95
7,5,3,e,tau,"(1/3,2/3,0)",5.052351719794156e-41,4.236955827732376e-41,4.2135181050892966e-41,95
7,5,3,e,tau,"(1,0,0)",5.492377010460464e-41,4.3826961599424966e-41,4.4091848220315656e-41,95
7,5,3,e,tau,"(0,1,0)",3.0305673736694737e-41,2.4540663089291737e-41,2.4319326505392907e-41,95
7,5,3,mu,e,agnostic,5.220328780820431e-41,4.260259019209767e-41,4.274132822002911e-41,95
7,5,3,mu,e,"(1/3,2/3,0)",5.188433098040667e-41,4.2387539443741587e-41,4.288132835139789e-41,95
7,5,3,mu,e,"(1,0,0)",4.999130540739004e-41,4.1967454588569255e-41,4.170571958101469e-41,95
7,5,3,mu,e,"(0,1,0)",5.229134292174473e-41,4.2893698531736074e-41,4.2385893162525454e-41,95
7,5,3,mu,mu,agnostic,5.408862937211801e-41,4.2919354690318034e-41,4.33206694943384e-41,95
7,5,3,mu,mu,"(1/3,2/3,0)",5.207498091880791e-41,4.274505843160191e-41,4.196578877664424e-41,95
7,5,3,mu,mu,"(1,0,0)",5.378300600741026e-41,4.29987996585027e-41,4.317498454543609e-41,95
7,5,3,mu,mu,"(0,1,0)",3.943809274917128e-41,3.0350475703380377e-41,2.979353573959528e-41,95
7,5,3,mu,tau,agnostic,5.461269275597907e-41,4.3845854693483895e-41,4.3746565998897836e-41,95
7,5,3,mu,tau,"(1/3,2/3,0)",,,,95
7,5,3,mu,tau,"(1,0,0)",2.452192168242415e-41,1.9535011521440703e-41,1.976856815568416e-41,95
7,5,3,mu,tau,"(0,1,0)",5.036664940294422e-41,4.1572269192384126e-41,4.065320151112386e-41,95
7,5,3,tau,e,agnostic,5.494550005472736e-41,4.351355145087522e-41,4.3560437085232736e-41,95
7,5,3,tau,e,"(1/3,2/3,0)",5.097174017939623e-41,4.188273803706938e-41,4.170841181257503e-41,95
7,5,3,tau,e,"(1,0,0)",5.332978507748391e-41,4.374470767655111e-41,4.2993059839144137e-41,95
7,5,3,tau,e,"(0,1,0)",3.08684884506647e-41,2.464449480945003e-41,2.432103673844756e-41,95
7,5,3,tau,mu,agnostic,5.507725302876798e-41,4.3804813883675857e-41,4.376598842083332e-41,95
7,5,3,tau,mu,"(1/3,2/3,0)",,,4.413182446728234e-41,95
7,5,3,tau,mu,"(1,0,0)",2.4240878944903884e-41,1.9733165204916782e-41,1.95481911579682e-41,95
7,5,3,tau,mu,"(0,1,0)",5.024688997439729e-41,4.1890248787480335e-41,4.124657145676706e-41,95
7,5,3,tau,tau,agnostic,5.180158241892821e-41,4.2552380807037124e-41,4.1890070883635244e-41,95
7,5,3,tau,tau,"(1/3,2/3,0)",5.147570214749245e-41,4.2454166880730936e-41,4.2213003653708536e-41,95
7,5,3,tau,tau,"(1,0,0)",4.885367472636314e-41,3.93046558740184e-41,3.933344114966578e-41,95
7,5,3,tau,tau,"(0,1,0)",4.984432788436984e-41,4.101638933652496e-41,4.153522381352853e-41,95
7,5,4,e,e,agnostic,5.580116314153166e-41,4.375287962563065e-41,4.419654746841977e-41,95
7,5,4,e,e,"(1/3,2/3,0)",,,,95
7,5,4,e,e,"(1,0,0)",3.0076936875474225e-41,2.4245347441971326e-41,2.345533714279805e-41,95
7,5,4,e,e,"(0,1,0)",5.147510172627053e-41,4.20965069609603e-41,4.1996510651607265e-41,95
7,5,4,e,mu,agnostic,5.361871749808134e-41,4.252502343245549e-41,4.3806986782905337e-41,95
7,5,4,e,mu,"(1/3,2/3,0)",5.272149446195096e-41,4.3478842691184586e-41,4.2365854087533345e-41,95
7,5,4,e,mu,"(1,0,0)",5.181090152848386e-41,4.3130410058492777e-41,4.2674403078116645e-41,95
7,5,4,e,mu,"(0,1,0)",5.449233343759658e-41,4.2982583140492574e-41,4.370222359889119e-41,95
7,5,4,e,tau,agnostic,,4.41628153695652e-41,,95
7,5,4,e,tau,"(1/3,2/3,0)",5.120813531047147e-41,4.1813519810809693e-41,4.2409587943211625e-41,95
7,5,4,e,tau,"(1,0,0)",5.37792727853784e-41,4.328933173469386e-41,4.4046475949563076e-41,95
7,5,4,e,tau,"(0,1,0)",3.201784440361441e-41,2.516011816466512e-41,2.529711662692866e-41,95
7,5,4,mu,e,agnostic,5.185244491321318e-41,4.3180061821520837e-41,4.2625325020996255e-41,95
7,5,4,mu,e,"(1/3,2/3,0)",5.399251596009656e-41,4.35651908860412e-41,4.3432453593201537e-41,95
7,5,4,mu,e,"(1,0,0)",5.119700250500465e-41,4.2068506176520436e-41,4.2939616621050805e-41,95
7,5,4,mu,e,"(0,1,0)",5.226970226664037e-41,4.29529096240528e-41,4.3067955005471704e-41,95
7,5,4,mu,mu,agnostic,5.32445830690987e-41,4.3146564077826464e-41,4.329265953989437e-41,95
7,5,4,mu,mu,"(1/3,2/3,0)",5.20131156350142e-41,4.2112987044539966e-41,4.2206908268537696e-41,95
7,5,4,mu,mu,"(1,0,0)",5.242045892940962e-41,4.2758309086695614e-41,4.170977288594507e-41,95
7,5,4,mu,mu,"(0,1,0)",4.0860871213113293e-41,3.146814790172069e-41,3.069561127208485e-41,95
7,5,4,mu,tau,agnostic,5.487942459122816e-41,4.408530666620182e-41,4.369118977774914e-41,95
7,5,4,mu,tau,"(1/3,2/3,0)",,,,95
7,5,4,mu,tau,"(1,0,0)",2.5319093437189166e-41,2.00709404925206e-41,2.0534332166453926e-41,95
7,5,4,mu,tau,"(0,1,0)",4.951538427992017e-41,4.1542590669567717e-41,4.073121345594743e-41,95
7,5,4,tau,e,agnostic,5.49559725266965e-41,4.4226491018186697e-41,4.40433379538509e-41,95
7,5,4,tau,e,"(1/3,2/3,0)",5.153210049171167e-41,4.2236173594120575e-41,4.269613328994413e-41,95
7,5,4,tau,e,"(1,0,0)",,4.354386458084309e-41,,95
7,5,4,tau,e,"(0,1,0)",3.1738417090414045e-41,2.5174244234622957e-41,2.554385300331901e-41,95
7,5,4,tau,mu,agnostic,5.570328861988166e-41,4.4225131611192654e-41,4.4034095363942666e-41,95
7,5,4,tau,mu,"(1/3,2/3,0)",,4.42054023032731e-41,,95
7,5,4,tau,mu,"(1,0,0)",2.516388173454794e-41,2.015084820973931e-41,2.0564623953712438e-41,95
7,5,4,tau,mu,"(0,1,0)",5.079347410400797e-41,4.103171149566651e-41,4.167168955324875e-41,95
7,5,4,tau,tau,agnostic,5.14414610086665e-41,4.244627703439432e-41,4.175010659045136e-41,95
7,5,4,tau,tau,"(1/3,2/3,0)",5.105351380963283e-41,4.2491939882085225e-41,4.2081751466646574e-41,95
7,5,4,tau,tau,"(1,0,0)",4.607528690472286e-41,3.7059020921090647e-41,3.5055432189220363e-41,95
7,5,4,tau,tau,"(0,1,0)",5.040046288380752e-41,4.1121383767058456e-41,4.121549504143965e-41,95
7,5,5,e,e,agnostic,5.569197153894384e-41,4.4097344250177465e-41,4.3736488323626474e-41,95
7,5,5,e,e,"(1/3,2/3,0)",5.577117795615104e-41,4.384901923590557e-41,4.4008837893029036e-41,95
7,5,5,e,e,"(1,0,0)",3.3195999022506353e-41,2.5096344562360676e-41,2.5036320180350656e-41,95
7,5,5,e,e,"(0,1,0)",5.29277705103369e-41,4.2859259409137296e-41,4.2799214991674286e-41,95
7,5,5,e,mu,agnostic,5.255320999527362e-41,4.2975958371875325e-41,4.2376045514088285e-41,95
7,5,5,e,mu,"(1/3,2/3,0)",5.15076051113393e-41,4.2237506952980037e-41,4.1958385140702987e-41,95
7,5,5,e,mu,"(1,0,0)",5.075636704764619e-41,4.154393119745685e-41,4.2206348114794234e-41,95
7,5,5,e,mu,"(0,1,0)",5.09245840099586e-41,4.225819189384717e-41,4.201344188897113e-41,95
7,5,5,e,tau,agnostic,5.568934190785717e-41,4.359756790208501e-41,4.4003493300427917e-41,95
7,5,5,e,tau,"(1/3,2/3,0)",5.073036200424572e-41,4.219409087583872e-41,4.23504545644829e-41,95
7,5,5,e,tau,"(1,0,0)",5.547508681097311e-41,4.399416028295758e-41,4.3975671521354764e-41,95
7,5,5,e,tau,"(0,1,0)",2.9739120098717965e-41,2.2841324762088326e-41,2.2950055893586612e-41,95
7,5,5,mu,e,agnostic,5.201537563356064e-41,4.1950784626726167e-41,4.2034572837013514e-41,95
7,5,5,mu,e,"(1/3,2/3,0)",5.103928563059048e-41,4.191661855538602e-41,4.2144854243291967e-41,95
7,5,5,mu,e,"(1,0,0)",5.185537749734891e-41,4.25491256775048e-41,4.227054184388551e-41,95
7,5,5,mu,e,"(0,1,0)",5.09138272959864e-41,4.2268530359174025e-41,4.2076560885857644e-41,95
7,5,5,mu,mu,agnostic,5.370969775485053e-41,4.3303497995930204e-41,4.3281329430465677e-41,95
7,5,5,mu,mu,"(1/3,2/3,0)",5.23013177890813e-41,4.204758380429216e-41,4.287883721661894e-41,95
7,5,5,mu,mu,"(1,0,0)",5.269014240276263e-41,4.166356071338624e-41,4.1809909564601505e-41,95
7,5,5,mu,mu,"(0,1,0)",3.4345651524462704e-41,2.52115375140899e-41,2.5457257539882313e-41,95
7,5,5,mu,tau,agnostic,5.416733215873602e-41,4.405427322261653e-41,4.3532984862251454e-41,95
7,5,5,mu,tau,"(1/3,2/3,0)",,4.4088623814216826e-41,,95
7,5,5,mu,tau,"(1,0,0)",2.426556800564853e-41,1.9253550263794367e-41,1.966246284132521e-41,95
7,5,5,mu,tau,"(0,1,0)",4.673350084873553e-41,4.0299848733886383e-41,3.9740693738446505e-41,95
7,5,5,tau,e,agnostic,,,4.405035135373441e-41,95
7,5,5,tau,e,"(1/3,2/3,0)",5.177565037223999e-41,4.23929858555793e-41,4.2289760585213225e-41,95
7,5,5,tau,e,"(1,0,0)",5.484611393195925e-41,4.3904569835319134e-41,4.380422170760061e-41,95
7,5,5,tau,e,"(0,1,0)",2.9026397856540845e-41,2.2751737281025258e-41,2.2821634513449616e-41,95
7,5,5,tau,mu,agnostic,,,4.3967717335276144e-41,95
7,5,5,tau,mu,"(1/3,2/3,0)",,4.387084538644276e-41,,95
7,5,5,tau,mu,"(1,0,0)",2.4601729921857995e-41,1.930668455263964e-41,1.980781418662172e-41,95
7,5,5,tau,mu,"(0,1,0)",4.669782110007042e-41,3.954938841232156e-41,4.0227241322676256e-41,95
7,5,5,tau,tau,agnostic,5.071671479198624e-41,4.1466723935581025e-41,4.2198082326889774e-41,95
7,5,5,tau,tau,"(1/3,2/3,0)",5.108838262774676e-41,4.2165065186050266e-41,4.160747602863121e-41,95
7,5,5,tau,tau,"(1,0,0)",4.647581624260187e-41,3.6458031075861115e-41,3.6362859642668316e-41,95
7,5,5,tau,tau,"(0,1,0)",4.859790420639797e-41,4.0174821078854147e-41,4.0075512120155765e-41,95
7,6,0,e,e,agnostic,4.3427225506585165e-41,4.3427225506585165e-41,,95
7,6,0,e,e,"(1/3,2/3,0)",,,,95
7,6,0,e,e,"(1,0,0)",3.569573964436463e-41,3.569573964436463e-41,,95
7,6,0,e,e,"(0,1,0)",4.145060430193447e-41,4.145060430193447e-41,,95
7,6,0,e,mu,agnostic,5.286011754417182e-41,4.3558822426112296e-41,4.3314129313571814e-41,95
7,6,0,e,mu,"(1/3,2/3,0)",5.241613069237366e-41,4.303461809754072e-41,4.294400223510091e-41,95
7,6,0,e,mu,"(1,0,0)",5.231397696047207e-41,4.3161972243249984e-41,4.272032595005421e-41,95
7,6,0,e,mu,"(0,1,0)",5.252588660993734e-41,4.4067032943756966e-41,4.2822741226130807e-41,95
7,6,0,e,tau,agnostic,5.47039803408e-41,4.366080052904903e-41,4.3630078114068875e-41,95
7,6,0,e,tau,"(1/3,2/3,0)",5.175781082329377e-41,4.2592013693568606e-41,4.26677821427196e-41,95
7,6,0,e,tau,"(1,0,0)",5.466341445715856e-41,4.3991394352533323e-41,4.3982739864433573e-41,95
7,6,0,e,tau,"(0,1,0)",3.351483400394607e-41,2.6382031590200515e-41,2.734933706887282e-41,95
7,6,0,mu,e,agnostic,5.245517053879489e-41,4.3511853385612204e-41,4.2958894578189556e-41,95
7,6,0,mu,e,"(1/3,2/3,0)",5.1692690650816e-41,4.292600309079055e-41,4.3341967967309127e-41,95
7,6,0,mu,e,"(1,0,0)",5.275773914818548e-41,4.286159084115734e-41,4.3088254452909845e-41,95
7,6,0,mu,e,"(0,1,0)",5.336544905280737e-41,4.324792958713087e-41,4.35261554214389e-41,95
7,6,0,mu,mu,agnostic,4.2755020898820567e-41,4.2755020898820567e-41,,95
7,6,0,mu,mu,"(1/3,2/3,0)",4.1727868165640224e-41,4.1727868165640224e-41,,95
7,6,0,mu,mu,"(1,0,0)",3.209056437677588e-42,3.209056437677588e-42,,95
7,6,0,mu,mu,"(0,1,0)",1.6138384162374916e-41,1.6138384162374916e-41,,95
7,6,0,mu,tau,agnostic,5.487340274172283e-41,4.382584139067732e-41,4.301148599415831e-41,95
7,6,0,mu,tau,"(1/3,2/3,0)",5.512856186289979e-41,4.380907491708047e-41,4.336218573032561e-41,95
7,6,0,mu,tau,"(1,0,0)",3.9046656292079424e-41,3.6527017598440413e-41,1.9172110295068179e-41,95
7,6,0,mu,tau,"(0,1,0)",5.020665380087636e-41,4.2719342613314734e-41,3.9075271324276126e-41,95
7,6,0,tau,e,agnostic,5.47039803408e-41,4.3416697043443214e-41,4.3630078114068875e-41,95
7,6,0,tau,e,"(1/3,2/3,0)",5.181091497779283e-41,4.28020861689413e-41,4.2408426811643415e-41,95
7,6,0,tau,e,"(1,0,0)",5.504932716242389e-41,4.4027312155252524e-41,4.4138610550097844e-41,95
7,6,0,tau,e,"(0,1,0)",3.3708139976259856e-41,2.7318968353669527e-41,2.716802540498522e-41,95
7,6,0,tau,mu,agnostic,5.512856186289979e-41,4.380907491708047e-41,4.336218573032561e-41,95
7,6,0,tau,mu,"(1/3,2/3,0)",5.487340274172283e-41,4.382584139067732e-41,4.301148599415831e-41,95
7,6,0,tau,mu,"(1,0,0)",3.9952093252551197e-41,3.751190982790633e-41,2.0092670318927058e-41,95
7,6,0,tau,mu,"(0,1,0)",5.045793297234827e-41,4.307358983351415e-41,4.0032789282148885e-41,95
7,6,0,tau,tau,agnostic,4.1472064991185485e-41,4.1472064991185485e-41,,95
7,6,0,tau,tau,"(1/3,2/3,0)",4.255889000764004e-41,4.255889000764004e-41,,95
7,6,0,tau,tau,"(1,0,0)",2.3009802874384248e-42,2.3009802874384248e-42,,95
7,6,0,tau,tau,"(0,1,0)",3.6992089144235847e-41,3.6992089144235847e-41,,95
7,6,1,e,e,agnostic,5.48201165523363e-41,4.3714401731970237e-41,4.3714024152466435e-41,95
7,6,1,e,e,"(1/3,2/3,0)",,,4.4257742602606736e-41,95
7,6,1,e,e,"(1,0,0)",2.6915202852229776e-41,2.3917182740896016e-41,1.9561716163224536e-41,95
7,6,1,e,e,"(0,1,0)",5.003621349710277e-41,3.906582780356996e-41,4.2826457753006485e-41,95
7,6,1,e,mu,agnostic,5.218182165610105e-41,4.3788572167893707e-41,4.3036565705781934e-41,95
7,6,1,e,mu,"(1/3,2/3,0)",5.1238373767685e-41,4.2703395872685987e-41,4.2874688147215416e-41,95
7,6,1,e,mu,"(1,0,0)",5.087489672112659e-41,4.2138279602864295e-41,4.215393930338416e-41,95
7,6,1,e,mu,"(0,1,0)",5.2186371282529e-41,4.2996482522091684e-41,4.2566122770656547e-41,95
7,6,1,e,tau,agnostic,5.420062366349493e-41,4.3871338124805463e-41,4.3744416145913645e-41,95
7,6,1,e,tau,"(1/3,2/3,0)",5.039929853327747e-41,4.186006345636775e-41,4.2764615216651836e-41,95
7,6,1,e,tau,"(1,0,0)",5.285298252552634e-41,4.34969444511967e-41,4.3264819779375007e-41,95
7,6,1,e,tau,"(0,1,0)",3.0877565425776357e-41,2.4874835477650926e-41,2.495014201728614e-41,95
7,6,1,mu,e,agnostic,5.333267201462402e-41,4.2655099627184434e-41,4.36237202532636e-41,95
7,6,1,mu,e,"(1/3,2/3,0)",5.190089612401917e-41,4.2511145882186427e-41,4.3070237181944736e-41,95
7,6,1,mu,e,"(1,0,0)",5.118014706564163e-41,4.245442113596072e-41,4.2376116636839074e-41,95
7,6,1,mu,e,"(0,1,0)",5.174119224721368e-41,4.331811796654751e-41,4.318671651391636e-41,95
7,6,1,mu,mu,agnostic,5.346741740033504e-41,4.29281479333562e-41,4.2626467829575776e-41,95
7,6,1,mu,mu,"(1/3,2/3,0)",5.018564771524226e-41,4.1462995030789677e-41,4.1661470817138326e-41,95
7,6,1,mu,mu,"(1,0,0)",5.186453149760719e-41,4.1999990754061956e-41,4.229967190644647e-41,95
7,6,1,mu,mu,"(0,1,0)",3.327168443809237e-41,2.4521715579102485e-41,2.4526376378992427e-41,95
7,6,1,mu,tau,agnostic,5.465180712780333e-41,4.3539163519213255e-41,4.334521188203824e-41,95
7,6,1,mu,tau,"(1/3,2/3,0)",,,4.3979082642576184e-41,95
7,6,1,mu,tau,"(1,0,0)",2.3716355427989955e-41,1.602824131367287e-41,2.1495109867959216e-41,95
7,6,1,mu,tau,"(0,1,0)",4.957948369426945e-41,4.1921451804999326e-41,4.0449622822065117e-41,95
7,6,1,tau,e,agnostic,5.493987209477833e-41,4.3639394037919136e-41,4.3720449777203846e-41,95
7,6,1,tau,e,"(1/3,2/3,0)",5.112796653009803e-41,4.157870064940039e-41,4.2258628714720444e-41,95
7,6,1,tau,e,"(1,0,0)",5.606397030322111e-41,4.4268561262898486e-41,4.3594458691713324e-41,95
7,6,1,tau,e,"(0,1,0)",3.1000368069250584e-41,2.54182009816047e-41,2.508566039418109e-41,95
7,6,1,tau,mu,agnostic,,,4.3900452881003257e-41,95
7,6,1,tau,mu,"(1/3,2/3,0)",,4.418386477737417e-41,,95
7,6,1,tau,mu,"(1,0,0)",2.40316003994873e-41,1.5721723356479648e-41,2.177585336157807e-41,95
7,6,1,tau,mu,"(0,1,0)",5.04653316794671e-41,4.2283678350235914e-41,4.006399459616938e-41,95
7,6,1,tau,tau,agnostic,4.934525877092264e-41,4.0467893740613817e-41,4.081939953347993e-41,95
7,6,1,tau,tau,"(1/3,2/3,0)",4.890127628537628e-41,4.123402010554927e-41,4.0521825218142025e-41,95
7,6,1,tau,tau,"(1,0,0)",4.24039495465064e-41,3.124545807685837e-41,3.1271351482481364e-41,95
7,6,1,tau,tau,"(0,1,0)",4.686924254908794e-41,3.960799094684453e-41,3.837595924383897e-41,95
7,6,2,e,e,agnostic,5.457220519946351e-41,4.3469201388583825e-41,4.374319351383322e-41,95
7,6,2,e,e,"(1/3,2/3,0)",,,4.4189693925651176e-41,95
7,6,2,e,e,"(1,0,0)",2.9997079941446816e-41,2.4659303841443507e-41,2.2840540358554887e-41,95
7,6,2,e,e,"(0,1,0)",5.122268815602277e-41,4.220525443840567e-41,4.2423419453106784e-41,95
7,6,2,e,mu,agnostic,5.160083934247622e-41,4.2501766312159177e-41,4.2715849636459965e-41,95
7,6,2,e,mu,"(1/3,2/3,0)",5.230427124617458e-41,4.3149679531441645e-41,4.3254394427554573e-41,95
7,6,2,e,mu,"(1,0,0)",5.260914579918338e-41,4.2619787963581677e-41,4.3090476670506926e-41,95
7,6,2,e,mu,"(0,1,0)",5.23622524422551e-41,4.245481857263113e-41,4.2952444338966093e-41,95
7,6,2,e,tau,agnostic,5.501446679209645e-41,4.3775136110299516e-41,4.3874333458237096e-41,95
7,6,2,e,tau,"(1/3,2/3,0)",5.036695975176738e-41,4.1127618140681077e-41,4.132240607736431e-41,95
7,6,2,e,tau,"(1,0,0)",5.425980325883492e-41,4.38798144850364e-41,4.3578478035585934e-41,95
7,6,2,e,tau,"(0,1,0)",3.0368899583998357e-41,2.4546204068321146e-41,2.4714181923906437e-41,95
7,6,2,mu,e,agnostic,5.18131452348535e-41,4.305614508898575e-41,4.3001894616294893e-41,95
7,6,2,mu,e,"(1/3,2/3,0)",5.106319043220365e-41,4.2649977447817967e-41,4.276248123087207e-41,95
7,6,2,mu,e,"(1,0,0)",5.330001861454769e-41,4.279655107476e-41,4.292091224459631e-41,95
7,6,2,mu,e,"(0,1,0)",5.148862951205447e-41,4.312478252433217e-41,4.2919237473894984e-41,95
7,6,2,mu,mu,agnostic,5.241059804992981e-41,4.2885721500685456e-41,4.2992836028895406e-41,95
7,6,2,mu,mu,"(1/3,2/3,0)",5.004902068874239e-41,4.2051514195003174e-41,4.128201561071545e-41,95
7,6,2,mu,mu,"(1,0,0)",5.06773568237392e-41,4.0520785283979886e-41,4.097984537591544e-41,95
7,6,2,mu,mu,"(0,1,0)",3.4311396477143487e-41,2.463556343720377e-41,2.6219301905535235e-41,95
7,6,2,mu,tau,agnostic,5.614313135185338e-41,4.380612966750332e-41,4.4061323878951077e-41,95
7,6,2,mu,tau,"(1/3,2/3,0)",5.593085382793097e-41,4.4238912734315967e-41,4.3912305742451385e-41,95
7,6,2,mu,tau,"(1,0,0)",2.3963521892644155e-41,1.8805106995952095e-41,1.9529553764160067e-41,95
7,6,2,mu,tau,"(0,1,0)",4.983713994890155e-41,4.158977141171538e-41,4.024122513145228e-41,95
7,6,2,tau,e,agnostic,5.445696122432478e-41,4.3609758945016845e-41,4.3392137303089556e-41,95
7,6,2,tau,e,"(1/3,2/3,0)",5.164896202572106e-41,4.250491792192847e-41,4.2104145169824976e-41,95
7,6,2,tau,e,"(1,0,0)",,4.4083416788370507e-41,,95
7,6,2,tau,e,"(0,1,0)",3.037043340348826e-41,2.4588869034930524e-41,2.455097906691402e-41,95
7,6,2,tau,mu,agnostic,5.509903962554038e-41,4.402655966151611e-41,4.36289213172865e-41,95
7,6,2,tau,mu,"(1/3,2/3,0)",,,4.3798664061146197e-41,95
7,6,2,tau,mu,"(1,0,0)",2.392916794580676e-41,1.8442490249692904e-41,1.955022989238017e-41,95
7,6,2,tau,mu,"(0,1,0)",5.001969048886738e-41,4.128679466788316e-41,4.1093759013895526e-41,95
7,6,2,tau,tau,agnostic,4.989662695766617e-41,4.133176418897003e-41,4.127339132727973e-41,95
7,6,2,tau,tau,"(1/3,2/3,0)",4.948028982895554e-41,4.071293636210503e-41,4.086379622535011e-41,95
7,6,2,tau,tau,"(1,0,0)",3.473944269150464e-41,2.2212979587401494e-41,2.2534570763822322e-41,95
7,6,2,tau,tau,"(0,1,0)",4.884454159805757e-41,4.0090157693929037e-41,3.9508355650473514e-41,95
7,6,3,e,e,agnostic,5.502497606847058e-41,4.405929490534681e-41,4.370609026909679e-41,95
7,6,3,e,e,"(1/3,2/3,0)",,,,95
7,6,3,e,e,"(1,0,0)",2.91414018173506e-41,2.296197511330375e-41,2.2642612735176828e-41,95
7,6,3,e,e,"(0,1,0)",5.167728979199574e-41,4.2292462304561925e-41,4.17520224624004e-41,95
7,6,3,e,mu,agnostic,5.268806335834093e-41,4.2225109483543453e-41,4.28686456167333e-41,95
7,6,3,e,mu,"(1/3,2/3,0)",5.203079894447585e-41,4.2358676036993414e-41,4.251349894481047e-41,95
7,6,3,e,mu,"(1,0,0)",5.147802305334894e-41,4.2007391653497805e-41,4.2488105861193566e-41,95
7,6,3,e,mu,"(0,1,0)",5.142754614434805e-41,4.2628843802630875e-41,4.2614558665746685e-41,95
7,6,3,e,tau,agnostic,5.433360834696434e-41,4.370839060102536e-41,4.3759246310899355e-41,95
7,6,3,e,tau,"(1/3,2/3,0)",5.055402845237164e-41,4.1399677372624786e-41,4.1754968458204367e-41,95
7,6,3,e,tau,"(1,0,0)",5.39572745119414e-41,4.388712984870931e-41,4.3357061452538317e-41,95
7,6,3,e,tau,"(0,1,0)",3.0530088316830436e-41,2.4659772417993874e-41,2.4865720485275367e-41,95
7,6,3,mu,e,agnostic,5.153829943979433e-41,4.1930098645017376e-41,4.284163570326439e-41,95
7,6,3,mu,e,"(1/3,2/3,0)",5.204864647388899e-41,4.3242316370574957e-41,4.287083179418537e-41,95
7,6,3,mu,e,"(1,0,0)",4.994015706379638e-41,4.17931306815516e-41,4.1967161503707776e-41,95
7,6,3,mu,e,"(0,1,0)",5.192675596974628e-41,4.3323943761982885e-41,4.2382427570269264e-41,95
7,6,3,mu,mu,agnostic,5.278823229481354e-41,4.3430297061681616e-41,4.277184830407923e-41,95
7,6,3,mu,mu,"(1/3,2/3,0)",5.076755775611077e-41,4.1524166600447277e-41,4.147739902514484e-41,95
7,6,3,mu,mu,"(1,0,0)",5.318283529478955e-41,4.239237447013617e-41,4.2228831771586837e-41,95
7,6,3,mu,mu,"(0,1,0)",3.6337294783946135e-41,2.751065021752175e-41,2.7562772572606766e-41,95
7,6,3,mu,tau,agnostic,5.450947983924483e-41,4.3320398765667466e-41,4.3925026558272916e-41,95
7,6,3,mu,tau,"(1/3,2/3,0)",,,,95
7,6,3,mu,tau,"(1,0,0)",2.4255277907011764e-41,1.9158978651022672e-41,1.9856345452021808e-41,95
7,6,3,mu,tau,"(0,1,0)",5.074041067176718e-41,4.1177550678414493e-41,4.0684896181302056e-41,95
7,6,3,tau,e,agnostic,5.55810457648445e-41,4.3482434539434735e-41,4.352886554855482e-41,95
7,6,3,tau,e,"(1/3,2/3,0)",5.071181949509018e-41,4.1771006169280927e-41,4.1722869024420604e-41,95
7,6,3,tau,e,"(1,0,0)",5.415586390131883e-41,4.3123782465777755e-41,4.3741609089113327e-41,95
7,6,3,tau,e,"(0,1,0)",3.06101761975485e-41,2.4330455294656456e-41,2.4438843580587556e-41,95
7,6,3,tau,mu,agnostic,5.415926163603212e-41,4.3394169283572044e-41,4.418090765153736e-41,95
7,6,3,tau,mu,"(1/3,2/3,0)",,,,95
7,6,3,tau,mu,"(1,0,0)",2.3672425229130886e-41,1.890995241325564e-41,1.9476133269825368e-41,95
7,6,3,tau,mu,"(0,1,0)",4.938196624175894e-41,4.1466258707074117e-41,4.05334656400163e-41,95
7,6,3,tau,tau,agnostic,5.077774033214677e-41,4.184175328972085e-41,4.1807507719008655e-41,95
7,6,3,tau,tau,"(1/3,2/3,0)",5.09271950074175e-41,4.095777419575759e-41,4.1606228120948886e-41,95
7,6,3,tau,tau,"(1,0,0)",4.5227697329137805e-41,3.4980746114664936e-41,3.4996305971877577e-41,95
7,6,3,tau,tau,"(0,1,0)",4.90259736487626e-41,4.0846099906106464e-41,4.031455683151693e-41,95
7,6,4,e,e,agnostic,5.425804085394079e-41,4.380504997014469e-41,4.3286057526623326e-41,95
7,6,4,e,e,"(1/3,2/3,0)",,,,95
7,6,4,e,e,"(1,0,0)",3.102309748093953e-41,2.438698359036752e-41,2.4836682661783955e-41,95
7,6,4,e,e,"(0,1,0)",5.137058657383452e-41,4.1586958226829517e-41,4.2485181059230287e-41,95
7,6,4,e,mu,agnostic,5.22463721629188e-41,4.24956526812122e-41,4.294302152334311e-41,95
7,6,4,e,mu,"(1/3,2/3,0)",5.306066028326336e-41,4.304950352513934e-41,4.2807171073034634e-41,95
7,6,4,e,mu,"(1,0,0)",5.198932554148371e-41,4.2203344985750726e-41,4.276550813223121e-41,95
